file_path,noise_ratio,is_noisy
./dataset/train/real/real_train_10.jpg,12.5457763671875,True
./dataset/train/real/real_train_100.jpg,1.6632080078125,True
./dataset/train/real/real_train_1000.jpg,11.39068603515625,True
./dataset/train/real/real_train_1001.jpg,1.861572265625,True
./dataset/train/real/real_train_1002.jpg,3.00750732421875,True
./dataset/train/real/real_train_1003.jpg,8.6029052734375,True
./dataset/train/real/real_train_1006.jpg,2.89764404296875,True
./dataset/train/real/real_train_1007.jpg,7.27081298828125,True
./dataset/train/real/real_train_101.jpg,4.1534423828125,True
./dataset/train/real/real_train_1010.jpg,15.50445556640625,True
./dataset/train/real/real_train_1011.jpg,4.022216796875,True
./dataset/train/real/real_train_1012.jpg,2.734375,True
./dataset/train/real/real_train_1013.jpg,16.949462890625,True
./dataset/train/real/real_train_1014.jpg,7.0281982421875,True
./dataset/train/real/real_train_1015.jpg,0.07171630859375,False
./dataset/train/real/real_train_1016.jpg,4.84466552734375,True
./dataset/train/real/real_train_1019.jpg,12.05291748046875,True
./dataset/train/real/real_train_102.jpg,1.61285400390625,True
./dataset/train/real/real_train_1020.jpg,0.0,False
./dataset/train/real/real_train_1021.jpg,4.18243408203125,True
./dataset/train/real/real_train_1022.jpg,2.40936279296875,True
./dataset/train/real/real_train_1023.jpg,11.004638671875,True
./dataset/train/real/real_train_1025.jpg,2.95257568359375,True
./dataset/train/real/real_train_1026.jpg,15.62957763671875,True
./dataset/train/real/real_train_1027.jpg,4.638671875,True
./dataset/train/real/real_train_1029.jpg,0.14495849609375,False
./dataset/train/real/real_train_103.jpg,26.02691650390625,True
./dataset/train/real/real_train_1031.jpg,14.95208740234375,True
./dataset/train/real/real_train_1032.jpg,0.01220703125,False
./dataset/train/real/real_train_1034.jpg,5.19866943359375,True
./dataset/train/real/real_train_1035.jpg,2.1881103515625,True
./dataset/train/real/real_train_1036.jpg,26.08795166015625,True
./dataset/train/real/real_train_104.jpg,15.0634765625,True
./dataset/train/real/real_train_1040.jpg,35.9588623046875,True
./dataset/train/real/real_train_1042.jpg,6.6802978515625,True
./dataset/train/real/real_train_1045.jpg,0.37078857421875,False
./dataset/train/real/real_train_1046.jpg,6.81915283203125,True
./dataset/train/real/real_train_1047.jpg,35.36834716796875,True
./dataset/train/real/real_train_1048.jpg,5.2764892578125,True
./dataset/train/real/real_train_1049.jpg,6.9183349609375,True
./dataset/train/real/real_train_105.jpg,30.76019287109375,True
./dataset/train/real/real_train_1051.jpg,3.668212890625,True
./dataset/train/real/real_train_1052.jpg,2.777099609375,True
./dataset/train/real/real_train_1053.jpg,8.0078125,True
./dataset/train/real/real_train_1054.jpg,0.9063720703125,False
./dataset/train/real/real_train_1056.jpg,0.35858154296875,False
