image_path,is_symmetric,good_matches_count
./dataset/train/fake/fake_train_1354.jpg,True,25
./dataset/train/fake/fake_train_1355.jpg,False,21
./dataset/train/fake/fake_train_1356.jpg,False,14
./dataset/train/fake/fake_train_1359.jpg,False,20
./dataset/train/fake/fake_train_136.jpg,False,10
./dataset/train/fake/fake_train_1360.jpg,True,22
./dataset/train/fake/fake_train_1361.jpg,True,29
./dataset/train/fake/fake_train_1364.jpg,True,27
./dataset/train/fake/fake_train_1366.jpg,True,25
./dataset/train/fake/fake_train_1368.jpg,True,22
./dataset/train/fake/fake_train_1369.jpg,True,29
./dataset/train/fake/fake_train_1370.jpg,False,9
./dataset/train/fake/fake_train_1372.jpg,False,13
./dataset/train/fake/fake_train_1374.jpg,False,21
./dataset/train/fake/fake_train_1375.jpg,False,14
./dataset/train/fake/fake_train_1376.jpg,True,28
./dataset/train/fake/fake_train_1377.jpg,True,24
./dataset/train/fake/fake_train_1378.jpg,True,29
./dataset/train/fake/fake_train_1379.jpg,False,14
./dataset/train/fake/fake_train_138.jpg,True,32
./dataset/train/fake/fake_train_1380.jpg,False,11
./dataset/train/fake/fake_train_1381.jpg,False,14
./dataset/train/fake/fake_train_1382.jpg,True,29
./dataset/train/fake/fake_train_1384.jpg,False,19
./dataset/train/fake/fake_train_1385.jpg,False,14
./dataset/train/fake/fake_train_1386.jpg,False,9
./dataset/train/fake/fake_train_1387.jpg,False,15
./dataset/train/fake/fake_train_1388.jpg,True,33
./dataset/train/fake/fake_train_139.jpg,True,47
./dataset/train/fake/fake_train_1390.jpg,True,31
./dataset/train/fake/fake_train_1391.jpg,True,45
./dataset/train/fake/fake_train_1393.jpg,True,30
./dataset/train/fake/fake_train_1394.jpg,False,19
./dataset/train/fake/fake_train_1395.jpg,False,13
./dataset/train/fake/fake_train_1397.jpg,True,23
./dataset/train/fake/fake_train_1398.jpg,False,21
./dataset/train/fake/fake_train_1399.jpg,True,30
./dataset/train/fake/fake_train_1400.jpg,True,43
./dataset/train/fake/fake_train_1401.jpg,True,23
./dataset/train/fake/fake_train_1402.jpg,False,10
./dataset/train/fake/fake_train_1403.jpg,False,14
./dataset/train/fake/fake_train_1405.jpg,False,11
./dataset/train/fake/fake_train_1406.jpg,True,39
./dataset/train/fake/fake_train_1407.jpg,False,12
./dataset/train/fake/fake_train_1408.jpg,True,24
./dataset/train/fake/fake_train_1409.jpg,True,30
./dataset/train/fake/fake_train_1410.jpg,True,30
./dataset/train/fake/fake_train_1411.jpg,True,26
./dataset/train/fake/fake_train_1412.jpg,False,17
./dataset/train/fake/fake_train_1413.jpg,True,31
./dataset/train/fake/fake_train_1414.jpg,True,23
./dataset/train/fake/fake_train_1416.jpg,False,10
./dataset/train/fake/fake_train_1417.jpg,False,20
./dataset/train/fake/fake_train_1418.jpg,True,37
./dataset/train/fake/fake_train_1419.jpg,True,26
./dataset/train/fake/fake_train_142.jpg,False,8
./dataset/train/fake/fake_train_1420.jpg,False,6
./dataset/train/fake/fake_train_1421.jpg,False,13
./dataset/train/fake/fake_train_1422.jpg,True,22
./dataset/train/fake/fake_train_1423.jpg,True,28
./dataset/train/fake/fake_train_1425.jpg,False,18
./dataset/train/fake/fake_train_1426.jpg,True,23
./dataset/train/fake/fake_train_1427.jpg,False,17
./dataset/train/fake/fake_train_1428.jpg,True,31
./dataset/train/fake/fake_train_1430.jpg,True,24
./dataset/train/fake/fake_train_1431.jpg,True,23
./dataset/train/fake/fake_train_1432.jpg,True,23
./dataset/train/fake/fake_train_1433.jpg,True,27
./dataset/train/fake/fake_train_1434.jpg,True,34
./dataset/train/fake/fake_train_1435.jpg,False,7
./dataset/train/fake/fake_train_1436.jpg,False,20
./dataset/train/fake/fake_train_1437.jpg,False,13
./dataset/train/fake/fake_train_1438.jpg,True,24
./dataset/train/fake/fake_train_1439.jpg,True,42
./dataset/train/fake/fake_train_144.jpg,True,25
./dataset/train/fake/fake_train_1440.jpg,True,28
./dataset/train/fake/fake_train_1441.jpg,False,11
./dataset/train/fake/fake_train_1442.jpg,True,22
./dataset/train/fake/fake_train_1443.jpg,False,12
./dataset/train/fake/fake_train_1445.jpg,True,43
./dataset/train/fake/fake_train_1446.jpg,True,23
./dataset/train/fake/fake_train_1447.jpg,False,16
./dataset/train/fake/fake_train_145.jpg,True,30
./dataset/train/fake/fake_train_1451.jpg,False,17
